https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,申請者1,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,申請年月日,確認番号,確認番号2,業種,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名称,,施設所在地,,,施設電話番号,申請者名,申請者住所,,,申請者電話番号,届出日,許可番号,,業種,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
さくら  ,兵庫県,尼崎市神田南通３－９０,尼崎市神田南通３－９０,,,,,,,,R03.11.17,尼崎市指令(尼保生）,第1-02524号,飲食店営業,,305,さくら  ,06,,,,,兵庫県　尼崎市神田南通３－９０,兵庫県尼崎市神田南通３－９０,,166762,28,28202,神田南通３,2021/11/17,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02524号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,さくら16676228202,ace1c4f5-a169-46c4-b902-44bae6c89906,,personal,662978d2-40fe-46c7-90ea-b2cbe8c93672,2021/11/17,さくら　,さくら,
プリンセス  ,兵庫県,尼崎市神田南通３－９０,尼崎市神田南通３－９０,,06-6413-8088  ,,,,,,R03.11.17,尼崎市指令(尼保生）,第1-01860号,飲食店営業,,305,プリンセス  ,06,06-6413-8088,,,,兵庫県　尼崎市神田南通３－９０,兵庫県尼崎市神田南通３－９０,,166762,28,28202,神田南通３,2021/11/17,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01860号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,プリンセス06-6413-808816676228202,b3ccf1c2-a252-42a1-8ea4-9a9897a5e37f,,personal,ac1d4c44-ef8e-4185-aef9-532294f8430e,2021/11/17,プリンセス　,プリンセス,
ｓｉｅｓｔａ  ,兵庫県,尼崎市次屋３－１３－１８イオン尼崎,尼崎市次屋３－１３－１８,イオン尼崎,06-6491-4817  ,株式会社大阪じゅうべい,城陽市寺田垣内後６４－４,城陽市寺田垣内後６４－４,,0774-53-4201  ,R03.11.17,尼崎市指令(尼保生）,第1-02144号,飲食店営業,,305,ｓｉｅｓｔａ  ,06,06-6491-4817,,,,兵庫県　尼崎市次屋３－１３－１８,兵庫県尼崎市次屋３－１３－１８,イオン尼崎,166890,28,28202,次屋３,2021/11/17,,,,,株式会社大阪じゅうべい,,0774-53-4201  ,城陽市寺田垣内後６４－４,京都府城陽市寺田垣内後６４－４,,149353,京都府,城陽市,寺田,尼崎市指令(尼保生）第1-02144号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ｓｉｅｓｔａ06-6491-481716689028202,3ca78bbe-c240-411f-b579-465821abc451,株式会社大阪じゅうべい149353,cce7fbdf-7324-4468-8947-9c58ce43670d,fe9a62a0-2517-4243-ac7d-03939f0726c1,2021/11/17,ｓｉｅｓｔａ　,ｓｉｅｓｔａ,株式会社大阪じゅうべい
スマイル  ,兵庫県,尼崎市神田南通３－９０,尼崎市神田南通３－９０,,,,,,,,R03.11.19,尼崎市指令(尼保生）,第1-01516号,飲食店営業,,305,スマイル  ,06,,,,,兵庫県　尼崎市神田南通３－９０,兵庫県尼崎市神田南通３－９０,,166762,28,28202,神田南通３,2021/11/19,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01516号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,スマイル16676228202,f7ddbfa8-421f-4e56-bf62-d454a06d8cbc,,personal,499113dc-0c90-477c-820f-9a1fd151ae56,2021/11/19,スマイル　,スマイル,
ハイジー  ,兵庫県,尼崎市神田南通３－９０,尼崎市神田南通３－９０,,06-6417-0501  ,,,,,,R03.11.19,尼崎市指令(尼保生）,第1-02177号,飲食店営業,,305,ハイジー  ,06,06-6417-0501,,,,兵庫県　尼崎市神田南通３－９０,兵庫県尼崎市神田南通３－９０,,166762,28,28202,神田南通３,2021/11/19,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02177号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ハイジ06-6417-050116676228202,aa3944ea-ec3c-4dea-b818-389937afd8a7,,personal,e058dec6-a274-42c5-9de5-09abe19b006d,2021/11/19,ハイジー　,ハイジ,
のんのん  ,兵庫県,尼崎市神田南通３－９０,尼崎市神田南通３－９０,,,,,,,,R03.11.19,尼崎市指令(生）,第1-01515号,飲食店営業,,305,のんのん  ,06,,,,,兵庫県　尼崎市神田南通３－９０,兵庫県尼崎市神田南通３－９０,,166762,28,28202,神田南通３,2021/11/19,,,,,,,,,,,,,,,尼崎市指令(生）第1-01515号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,のんのん16676228202,cb927b10-a757-4f1d-aa99-25ab3ba03755,,personal,426e990d-03ce-46cf-9c0c-aee8bdc695f4,2021/11/19,のんのん　,のんのん,
寿  ,兵庫県,尼崎市神田南通３－９０,尼崎市神田南通３－９０,,,,,,,,R03.11.19,尼崎市指令(生）,第1-01557号,飲食店営業,,305,寿  ,06,,,,,兵庫県　尼崎市神田南通３－９０,兵庫県尼崎市神田南通３－９０,,166762,28,28202,神田南通３,2021/11/19,,,,,,,,,,,,,,,尼崎市指令(生）第1-01557号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,寿16676228202,3a23f13f-ecb0-4d63-943d-cd5e3af0c39c,,personal,77a32214-f940-4969-b2e6-fbb4943f9225,2021/11/19,寿　,寿,
美好すし  ,兵庫県,尼崎市南武庫之荘１０－６０－１９,尼崎市南武庫之荘１０－６０－１９,,06-6436-6096  ,,,,,,R03.11.22,尼崎市指令(尼保生）,第1-01173号,飲食店営業,,305,美好すし  ,06,06-6436-6096,,,,兵庫県　尼崎市南武庫之荘１０－６０－１９,兵庫県尼崎市南武庫ノ荘１０－６０－１９,,167044,28,28202,南武庫ノ荘１０,2021/11/22,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01173号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,美好すし06-6436-609616704428202,85bb2903-8596-4579-8547-375f462c83c5,,personal,a6114058-90ce-4884-ad35-9df34045a248,2021/11/22,美好すし　,美好すし,
琴城　ヒノデ阿免本舗  ,兵庫県,尼崎市開明町１－３６,尼崎市開明町１－３６,,06-6411-0340  ,,,,,,R03.11.24,尼崎市指令(尼保生）,第1-01929号,菓子製造業,,305,琴城　ヒノデ阿免本舗  ,06,06-6411-0340,,,,兵庫県　尼崎市開明町１－３６,兵庫県尼崎市開明町１－３６,,166731,28,28202,開明町１,2021/11/24,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01929号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,琴城ヒノデ阿免本舗06-6411-034016673128202,e21488f8-bec7-4eaf-b524-ceef622194ec,,personal,b4ddec9d-8333-4d68-b454-d8be66ac4b59,2021/11/24,琴城　ヒノデ阿免本舗　,琴城ヒノデ阿免本舗,
とりのすけ武庫之荘店  ,兵庫県,尼崎市武庫之荘１－５－１４,尼崎市武庫之荘１－５－１４,,06-6433-8700  ,,,,,,R03.11.24,尼崎市指令(尼保生）,第1-02197号,飲食店営業,,305,とりのすけ武庫之荘店  ,06,06-6433-8700,,,,兵庫県　尼崎市武庫之荘１－５－１４,兵庫県尼崎市武庫ノ荘１－５－１４,,167058,28,28202,武庫ノ荘１,2021/11/24,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02197号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,とりのすけ武庫之荘店06-6433-870016705828202,fd648cd3-7984-4c17-9992-b4ec3a37f976,,personal,ac7e1be9-c68f-4031-8b00-85718b444531,2021/11/24,とりのすけ武庫之荘店　,とりのすけ武庫之荘店,
ファミリーマート田能４丁目店  ,兵庫県,尼崎市田能４－３－２,尼崎市田能４－３－２,,06-4960-8408  ,,,,,,R03.11.24,尼崎市指令(尼保生）,第1-01135号,飲食店営業,,305,ファミリーマート田能４丁目店  ,06,06-4960-8408,,,,兵庫県　尼崎市田能４－３－２,兵庫県尼崎市田能４－３－２,,166856,28,28202,田能４,2021/11/24,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01135号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ファミリマト田能４丁目店06-4960-840816685628202,472d416d-7ac3-4434-a07e-ae2bfb018104,,personal,23d9ec96-112b-49b7-92a2-010cee10e1df,2021/11/24,ファミリーマート田能４丁目店　,ファミリマト田能４丁目店,
Ｗｏｈｌｆａｈｒｔ  ,兵庫県,尼崎市東園田町７－６－８,尼崎市東園田町７－６－８,,06-6491-1257  ,,,,,,R03.11.25,尼崎市指令(尼保生）,第1-01157号,飲食店営業,,305,Ｗｏｈｌｆａｈｒｔ  ,06,06-6491-1257,,,,兵庫県　尼崎市東園田町７－６－８,兵庫県尼崎市東園田町７－６－８,,166983,28,28202,東園田町７,2021/11/25,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01157号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,Ｗｏｈｌｆａｈｒｔ06-6491-125716698328202,c761cf84-1fba-4aff-81a2-12937b4f3f63,,personal,06c0c9d2-49d9-4bf0-a4f7-18787caedf26,2021/11/25,Ｗｏｈｌｆａｈｒｔ　,Ｗｏｈｌｆａｈｒｔ,
司  ,兵庫県,尼崎市杭瀬本町３－２－１０,尼崎市杭瀬本町３－２－１０,,06-6401-2768  ,,,,,,R03.11.26,尼崎市指令(尼保生）,第1-02072号,飲食店営業,,305,司  ,06,06-6401-2768,,,,兵庫県　尼崎市杭瀬本町３－２－１０,兵庫県尼崎市杭瀬本町３－２－１０,,166778,28,28202,杭瀬本町３,2021/11/26,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02072号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,司06-6401-276816677828202,c56b8a4d-413a-49df-b0c8-0adaf91a4718,,personal,3805cb29-6b53-446f-8dab-ca6e338617f8,2021/11/26,司　,司,
喜美  ,兵庫県,尼崎市神田南通３－９０,尼崎市神田南通３－９０,,06-6412-6612  ,,,,,,R03.11.26,尼崎市指令(尼保生）,第1-01538号,飲食店営業,,305,喜美  ,06,06-6412-6612,,,,兵庫県　尼崎市神田南通３－９０,兵庫県尼崎市神田南通３－９０,,166762,28,28202,神田南通３,2021/11/26,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01538号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,喜美06-6412-661216676228202,11f5d718-f09c-432a-9fdc-058ccab4ba9d,,personal,946acf97-1753-4faf-aa53-82f0622d1c60,2021/11/26,喜美　,喜美,
井筒屋  ,兵庫県,尼崎市長洲中通３－４－７,尼崎市長洲中通３－４－７,,06-6481-1846  ,,,,,,R03.11.30,尼崎市指令(尼保生）,第1-02050号,菓子製造業,,305,井筒屋  ,06,06-6481-1846,,,,兵庫県　尼崎市長洲中通３－４－７,兵庫県尼崎市長洲中通３－４－７,,166916,28,28202,長洲中通３,2021/11/30,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02050号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,井筒屋06-6481-184616691628202,d271ba70-ec64-41ef-9a3b-e550294f1756,,personal,6ad95998-5a7f-4e45-b69a-1807579d7eea,2021/11/30,井筒屋　,井筒屋,
たこ政  ,兵庫県,尼崎市道意町５－３８,尼崎市道意町５－３８,,06-6417-6168  ,,,,,,R03.11.30,尼崎市指令(尼保生）,第1-02124号,飲食店営業,,305,たこ政  ,06,06-6417-6168,,,,兵庫県　尼崎市道意町５－３８,兵庫県尼崎市道意町５－３８,,166906,28,28202,道意町５,2021/11/30,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02124号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,たこ政06-6417-616816690628202,b6a93a80-c535-48e1-83b2-cda10392acbe,,personal,8b0f0101-7aeb-48eb-b976-d84f0d43758f,2021/11/30,たこ政　,たこ政,
セブンイレブン尼崎常光寺３丁目店  ,兵庫県,尼崎市常光寺３－１０－３,尼崎市常光寺３－１０－３,,06-6488-9105  ,,,,,,R03.11.30,尼崎市指令(尼保生）,第1-01198号,飲食店営業,,305,セブンイレブン尼崎常光寺３丁目店  ,06,06-6488-9105,,,,兵庫県　尼崎市常光寺３－１０－３,兵庫県尼崎市常光寺３－１０－３,,166834,28,28202,常光寺３,2021/11/30,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01198号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,セブンイレブン尼崎常光寺３丁目店06-6488-910516683428202,da6f4856-c099-4882-a005-d72d37ea2fb0,,personal,7f8e8657-89ea-4db2-8fa0-9931e886494b,2021/11/30,セブンイレブン尼崎常光寺３丁目店　,セブンイレブン尼崎常光寺３丁目店,
有限会社白い虹・安心堂  ,兵庫県,尼崎市立花町２－１－２４,尼崎市立花町２－１－２４,,06-6429-2208  ,有限会社白い虹・安心堂,尼崎市立花町２－１－２４,尼崎市立花町２－１－２４,,06-6429-2208  ,R03.11.30,尼崎市指令(尼保生）,第1-01804号,そうざい製造業,,305,有限会社白い虹・安心堂  ,06,06-6429-2208,,,,兵庫県　尼崎市立花町２－１－２４,兵庫県尼崎市立花町２－１－２４,,166848,28,28202,立花町２,2021/11/30,,,,,有限会社白い虹・安心堂,,06-6429-2208  ,尼崎市立花町２－１－２４,兵庫県尼崎市立花町２－１－２４,,166848,兵庫県,尼崎市,立花町２,尼崎市指令(尼保生）第1-01804号,,そうざい製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,有限会社白い虹安心堂06-6429-220816684828202,80eb0a37-f75b-436f-a524-4c5bfa92e72f,有限会社白い虹・安心堂166848,efca857d-6a9d-45d2-8a10-333736e0933f,74a75288-a0d7-45ab-a60a-8a0ca2bec2f3,2021/11/30,有限会社白い虹・安心堂　,有限会社白い虹安心堂,有限会社白い虹・安心堂
サービス付高齢者住宅　ほのぼの西難波  ,兵庫県,尼崎市西難波町４－２－２４,尼崎市西難波町４－２－２４,,06-6415-7291  ,株式会社Ｔ・Ｍコーポレーション,大阪市平野区平野馬場１－１７－１５,大阪市平野区平野馬場１－１７－１５,,06-6796-1800  ,R03.11.30,尼崎市指令(生）,第1-02632号,飲食店営業,,305,サービス付高齢者住宅　ほのぼの西難波  ,06,06-6415-7291,,,,兵庫県　尼崎市西難波町４－２－２４,兵庫県尼崎市西難波町４－２－２４,,166948,28,28202,西難波町４,2021/11/30,,,,,株式会社Ｔ・Ｍコーポレーション,,06-6796-1800  ,大阪市平野区平野馬場１－１７－１５,大阪府大阪市平野区平野馬場１－１７－１５,,155802,大阪府,大阪市平野区,平野馬場１,尼崎市指令(生）第1-02632号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,サビス付高齢者住宅ほのぼの西難波06-6415-729116694828202,88b1705d-6324-4755-afa3-0475fa2ae32f,株式会社Ｔ・Ｍコーポレーション155802,9af2b60b-bbfc-4593-a2c5-dab3188c9327,f1c2b72c-09d3-46cb-b5a5-0d358e4d17bd,2021/11/30,サービス付高齢者住宅　ほのぼの西難波　,サビス付高齢者住宅ほのぼの西難波,株式会社Ｔ・Ｍコーポレーション
魚国総本社尼崎２７５０６  ,兵庫県,尼崎市東園田町４－２３－１,尼崎市東園田町４－２３－１,,06-6497-3901  ,株式会社魚国総本社,大阪市中央区道修町１－６－１９,大阪市中央区道修町１－６－１９,,06-6478-5723  ,R03.11.30,尼崎市指令(生）,第1-01959号,飲食店営業,,305,魚国総本社尼崎２７５０６  ,06,06-6497-3901,,,,兵庫県　尼崎市東園田町４－２３－１,兵庫県尼崎市東園田町４－２３－１,,166980,28,28202,東園田町４,2021/11/30,,,,,株式会社魚国総本社,,06-6478-5723  ,大阪市中央区道修町１－６－１９,大阪府大阪市中央区道修町１－６－１９,,156065,大阪府,大阪市中央区,道修町１,尼崎市指令(生）第1-01959号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,魚国総本社尼崎２７５０６06-6497-390116698028202,996c6fd5-90e3-42f8-b71d-ef092a6a6b00,株式会社魚国総本社156065,4fe66401-05c2-4d03-8eeb-42df665f37f5,89711018-57ac-4355-87ca-5cdbf0677332,2021/11/30,魚国総本社尼崎２７５０６　,魚国総本社尼崎２７５０６,株式会社魚国総本社
セブン－イレブン尼崎上坂部３丁目店  ,兵庫県,尼崎市上坂部３－５－１０,尼崎市上坂部３－５－１０,,06-6497-2760  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01832号,飲食店営業,,305,セブン－イレブン尼崎上坂部３丁目店  ,06,06-6497-2760,,,,兵庫県　尼崎市上坂部３－５－１０,兵庫県尼崎市上坂部３－５－１０,,166737,28,28202,上坂部３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01832号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,セブンイレブン尼崎上坂部３丁目店06-6497-276016673728202,1006ae4e-760f-4a8c-8fa7-6b0f5ce5f16c,,personal,f979861f-c17f-4315-bb6f-958399602774,2021/12/01,セブンイレブン尼崎上坂部３丁目店　,セブンイレブン尼崎上坂部３丁目店,
セブン－イレブン尼崎上坂部３丁目店  ,兵庫県,尼崎市上坂部３－５－１０,尼崎市上坂部３－５－１０,,06-6497-2760  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01835号,菓子製造業,,305,セブン－イレブン尼崎上坂部３丁目店  ,06,06-6497-2760,,,,兵庫県　尼崎市上坂部３－５－１０,兵庫県尼崎市上坂部３－５－１０,,166737,28,28202,上坂部３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01835号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,セブンイレブン尼崎上坂部３丁目店06-6497-276016673728202,1006ae4e-760f-4a8c-8fa7-6b0f5ce5f16c,,personal,300d454f-a5d9-448e-9ec2-5c012df265b4,2021/12/01,セブンイレブン尼崎上坂部３丁目店　,セブンイレブン尼崎上坂部３丁目店,
セブン－イレブン尼崎神田中通４丁目店  ,兵庫県,尼崎市神田中通４－１６３センタープラザビル,尼崎市神田中通４－１６３,センタープラザビル,06-6419-5136  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02262号,飲食店営業,,305,セブン－イレブン尼崎神田中通４丁目店  ,06,06-6419-5136,,,,兵庫県　尼崎市神田中通４－１６３,兵庫県尼崎市神田中通４－１６３,センタープラザビル,166754,28,28202,神田中通４,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02262号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,セブンイレブン尼崎神田中通４丁目店06-6419-513616675428202,461288bf-1f54-40c4-a8cc-c1bf588df5fa,,personal,449f3a98-d4b7-431d-b843-9a0c62badf14,2021/12/01,セブンイレブン尼崎神田中通４丁目店　,セブンイレブン尼崎神田中通４丁目店,
セブン－イレブン尼崎神田中通４丁目店  ,兵庫県,尼崎市神田中通４－１６３センタープラザビル,尼崎市神田中通４－１６３,センタープラザビル,06-6419-5136  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02265号,菓子製造業,,305,セブン－イレブン尼崎神田中通４丁目店  ,06,06-6419-5136,,,,兵庫県　尼崎市神田中通４－１６３,兵庫県尼崎市神田中通４－１６３,センタープラザビル,166754,28,28202,神田中通４,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02265号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,セブンイレブン尼崎神田中通４丁目店06-6419-513616675428202,461288bf-1f54-40c4-a8cc-c1bf588df5fa,,personal,2f39e1e8-c4bc-43d7-a487-f3db14c25813,2021/12/01,セブンイレブン尼崎神田中通４丁目店　,セブンイレブン尼崎神田中通４丁目店,
とくマル  ,兵庫県,尼崎市七松町１－１９－１９－１Ｆ,尼崎市七松町１－１９－１９,１Ｆ,06-6418-2929  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01805号,飲食店営業,,305,とくマル  ,06,06-6418-2929,,,,兵庫県　尼崎市七松町１－１９－１９,兵庫県尼崎市七松町１－１９－１９,１Ｆ,166931,28,28202,七松町１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01805号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,とくマル06-6418-292916693128202,cbf9b733-0d42-4478-bcc7-120d81376894,,personal,35b69288-acf8-41f8-b510-862cda0aa014,2021/12/01,とくマル　,とくマル,
カフェ　コパン  ,兵庫県,尼崎市武庫之荘８－１－１武庫東生涯学習プラザ１階,尼崎市武庫之荘８－１－１,武庫東生涯学習プラザ１階,06-6432-1235  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01813号,飲食店営業,,305,カフェ　コパン  ,06,06-6432-1235,,,,兵庫県　尼崎市武庫之荘８－１－１,兵庫県尼崎市武庫ノ荘８－１－１,武庫東生涯学習プラザ１階,167065,28,28202,武庫ノ荘８,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01813号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,カフェコパン06-6432-123516706528202,37c9b440-d6ac-4f03-8d05-7a21f4f8695e,,personal,2d367d59-0f57-4a8d-89e7-996912649db3,2021/12/01,カフェ　コパン　,カフェコパン,
コスモス  ,兵庫県,尼崎市長洲本通１－９－２７,尼崎市長洲本通１－９－２７,,06-6488-9991  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01798号,飲食店営業,,305,コスモス  ,06,06-6488-9991,,,,兵庫県　尼崎市長洲本通１－９－２７,兵庫県尼崎市長洲本通１－９－２７,,166923,28,28202,長洲本通１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01798号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,コスモス06-6488-999116692328202,78862aa4-bdc5-4773-a51d-a39b1a420e93,,personal,e69548ab-6884-4ca7-8210-d0aa6c7565fc,2021/12/01,コスモス　,コスモス,
馬桜  ,兵庫県,尼崎市南竹谷町１－４４－５２－１Ｆ,尼崎市南竹谷町１－４４－５２,１Ｆ,06-6415-8448  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01810号,飲食店営業,,305,馬桜  ,06,06-6415-8448,,,,兵庫県　尼崎市南竹谷町１－４４－５２,兵庫県尼崎市南竹谷町１－４４－５２,１Ｆ,167021,28,28202,南竹谷町１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01810号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,馬桜06-6415-844816702128202,54f6ce2d-0d75-4bf9-bb67-3dbbba394995,,personal,de0469b8-cb36-41cf-8e82-40dfd918dae5,2021/12/01,馬桜　,馬桜,
五臓六腑  ,兵庫県,尼崎市潮江１－２２－１－１０５,尼崎市潮江１－２２－１,１０５,,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01807号,飲食店営業,,305,五臓六腑  ,06,,,,,兵庫県　尼崎市潮江１－２２－１,兵庫県尼崎市潮江１－２２－１,１０５,166802,28,28202,潮江１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01807号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,五臓六腑16680228202,9768e2e9-afd6-4990-93f8-32e75fc48ce3,,personal,4e830436-285b-4478-8125-61b9913b060f,2021/12/01,五臓六腑　,五臓六腑,
インド料理　Ｍａｙａ  ,兵庫県,尼崎市東園田町５－４６－２６,尼崎市東園田町５－４６－２６,,06-6494-4648  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-01814号,飲食店営業,,305,インド料理　Ｍａｙａ  ,06,06-6494-4648,,,,兵庫県　尼崎市東園田町５－４６－２６,兵庫県尼崎市東園田町５－４６－２６,,166981,28,28202,東園田町５,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-01814号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,インド料理Ｍａｙａ06-6494-464816698128202,1f2916af-58a7-4094-ae99-ca7f840d8ffe,,personal,d9491bda-ec03-406a-ba43-3f340a1af8bd,2021/12/01,インド料理　Ｍａｙａ　,インド料理Ｍａｙａ,
