https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋号,,営業所所在地,営業所方書,営業所ＴＥＬ１,業種印刷名称,営業者名,営業者ＴＥＬ１情報公開用,初回許可日,許可決定日,申請区分,許可番号印刷用,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
麻布タッカンマリ　本店,港区,麻布十番二丁目１３番９号,クレスト麻布２階,03-5765-9180,飲食店営業,赤石　政子,,2021年12月24日,2021年12月24日,新規,3港み生食営第2861号,,182,麻布タッカンマリ　本店,03,03-5765-9180,,,,港区　麻布十番二丁目１３番９号,東京都港区麻布十番２丁目１３番９号,クレスト麻布２階,73056,13,13103,麻布十番２,,2021/12/24,2021/12/24,,,,赤石　政子,,,,,,,,,3港み生食営第2861号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,麻布タッカンマリ本店03-5765-91807305613103,c4535966-40a9-4527-972a-2d5568054f28,,personal,335b19c6-fa16-40b0-83ed-ce9aaf2fef93,2021/12/24,麻布タッカンマリ　本店,麻布タッカンマリ本店,
Ａｚａｂｕｊｕｂａｎ　Ｒｈａｐｓｏｄｙ,港区,麻布十番二丁目１３番１０号,ＳＫ麻布十番ビル８階Ａ号室,,飲食店営業,中西　真理,,2021年12月17日,2021年12月17日,新規,3港み生食営第2473号,,182,Ａｚａｂｕｊｕｂａｎ　Ｒｈａｐｓｏｄｙ,03,,,,,港区　麻布十番二丁目１３番１０号,東京都港区麻布十番２丁目１３番１０号,ＳＫ麻布十番ビル８階Ａ号室,73056,13,13103,麻布十番２,,2021/12/17,2021/12/17,,,,中西　真理,,,,,,,,,3港み生食営第2473号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＡｚａｂｕｊｕｂａｎＲｈａｐｓｏｄｙ7305613103,49f2ae6b-df2f-4978-a6e4-d5494d356cfc,,personal,22b6d82f-cb2d-48eb-8b10-591bf8bc8b1c,2021/12/17,Ａｚａｂｕｊｕｂａｎ　Ｒｈａｐｓｏｄｙ,ＡｚａｂｕｊｕｂａｎＲｈａｐｓｏｄｙ,
お好み焼以登はん,港区,麻布十番二丁目２０番２号,十番ハイツ２階,03-3456-4046,飲食店営業,大宮　浩,,2021年12月22日,2021年12月22日,新規,3港み生食営第2817号,,182,お好み焼以登はん,03,03-3456-4046,,,,港区　麻布十番二丁目２０番２号,東京都港区麻布十番２丁目２０番２号,十番ハイツ２階,73056,13,13103,麻布十番２,,2021/12/22,2021/12/22,,,,大宮　浩,,,,,,,,,3港み生食営第2817号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,お好み焼以登はん03-3456-40467305613103,a6ed4ae9-0750-4709-aa29-0533231d3651,,personal,bec16892-30b1-47dd-ad44-038150eacbd5,2021/12/22,お好み焼以登はん,お好み焼以登はん,
ＯＫＩＮＡＷＡＮ　ＢＡＲ　ＭＡＭＩ－ＡＮＡ,港区,麻布台三丁目３番１９号,石野ビル２階,03-5114-1877,飲食店営業,上里　宗平,,2021年12月8日,2021年12月8日,新規,3港み生食営第2762号,,182,ＯＫＩＮＡＷＡＮ　ＢＡＲ　ＭＡＭＩ－ＡＮＡ,03,03-5114-1877,,,,港区　麻布台三丁目３番１９号,東京都港区麻布台３丁目３番１９号,石野ビル２階,73061,13,13103,麻布台３,,2021/12/08,2021/12/08,,,,上里　宗平,,,,,,,,,3港み生食営第2762号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＯＫＩＮＡＷＡＮＢＡＲＭＡＭＩＡＮＡ03-5114-18777306113103,4e571303-71f9-4bda-831e-87d299c1789a,,personal,847b16cb-0e93-4018-a7ab-edab24b99964,2021/12/08,ＯＫＩＮＡＷＡＮ　ＢＡＲ　ＭＡＭＩ－ＡＮＡ,ＯＫＩＮＡＷＡＮＢＡＲＭＡＭＩＡＮＡ,
板前ラーメン　あそこ,港区,北青山三丁目３番７号,第一青山ビル１０１,,飲食店営業,木村　行伸,,2021年12月21日,2021年12月21日,新規,3港み生食営第2882号,,182,板前ラーメン　あそこ,03,,,,,港区　北青山三丁目３番７号,東京都港区北青山３丁目３番７号,第一青山ビル１０１,73071,13,13103,北青山３,,2021/12/21,2021/12/21,,,,木村　行伸,,,,,,,,,3港み生食営第2882号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,板前ラメンあそこ7307113103,077b26dd-9686-4030-85ff-6f7330163290,,personal,206ba6cf-758a-4163-b571-1a3f38fc4292,2021/12/21,板前ラーメン　あそこ,板前ラメンあそこ,
Ｒｏｏｆ　Ｔｏｐ　Ｇａｒｄｅｎ　Ｔｅｒｒａｃｅ　豊和　表参道,港区,北青山三丁目５番４４号,Ｈ・Ｔ青山５０１,03-5772-9564,飲食店営業,伊藤　豊和,,2021年12月21日,2021年12月21日,新規,3港み生食営第2827号,,182,Ｒｏｏｆ　Ｔｏｐ　Ｇａｒｄｅｎ　Ｔｅｒｒａｃｅ　豊和　表参道,03,03-5772-9564,,,,港区　北青山三丁目５番４４号,東京都港区北青山３丁目５番４４号,Ｈ・Ｔ青山５０１,73071,13,13103,北青山３,,2021/12/21,2021/12/21,,,,伊藤　豊和,,,,,,,,,3港み生食営第2827号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＲｏｏｆＴｏｐＧａｒｄｅｎＴｅｒｒａｃｅ豊和表参道03-5772-95647307113103,d5f755cb-491f-48d1-83ef-a8009b3b5f80,,personal,cf09d4e3-b14d-4cec-bf5f-5c62a2aafefb,2021/12/21,Ｒｏｏｆ　Ｔｏｐ　Ｇａｒｄｅｎ　Ｔｅｒｒａｃｅ　豊和　表参道,ＲｏｏｆＴｏｐＧａｒｄｅｎＴｅｒｒａｃｅ豊和表参道,
担婆婆,港区,芝二丁目１２番９号,ひろます宅１階,03-6453-6707,飲食店営業,宮川　仁,,2021年12月27日,2021年12月27日,新規,3港み生食営第2959号,,182,担婆婆,03,03-6453-6707,,,,港区　芝二丁目１２番９号,東京都港区芝２丁目１２番９号,ひろます宅１階,73078,13,13103,芝２,,2021/12/27,2021/12/27,,,,宮川　仁,,,,,,,,,3港み生食営第2959号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,担婆婆03-6453-67077307813103,c720362e-148d-4eaa-abe0-1a5491899cb7,,personal,868c5dd4-8ec5-4bed-9081-18a485f1fced,2021/12/27,担婆婆,担婆婆,
コーヒーショップ「カフェ・ド・カフェ」,港区,芝二丁目３１番１９号,バンザイビル１階,03-3769-2865,飲食店営業,小林　誠二,,2021年12月23日,2021年12月23日,新規,3港み生食営第2913号,,182,コーヒーショップ「カフェ・ド・カフェ」,03,03-3769-2865,,,,港区　芝二丁目３１番１９号,東京都港区芝２丁目３１番１９号,バンザイビル１階,73078,13,13103,芝２,,2021/12/23,2021/12/23,,,,小林　誠二,,,,,,,,,3港み生食営第2913号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,コヒショップカフェドカフェ03-3769-28657307813103,173f922c-1b78-498d-9c07-52a00600cdb1,,personal,083f9c5f-118c-4b0e-a161-63e2f68b502e,2021/12/23,コーヒーショップ「カフェ・ド・カフェ」,コヒショップカフェドカフェ,
角天,港区,芝三丁目２番１２号,東京中央たばこ商業協同組合ビル１階,03-3452-0910,飲食店営業,山田　武久,,2021年12月13日,2021年12月13日,新規,3港み生食営第2737号,,182,角天,03,03-3452-0910,,,,港区　芝三丁目２番１２号,東京都港区芝３丁目２番１２号,東京中央たばこ商業協同組合ビル１階,73079,13,13103,芝３,,2021/12/13,2021/12/13,,,,山田　武久,,,,,,,,,3港み生食営第2737号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,角天03-3452-09107307913103,69a4b8cf-0235-4391-8a84-e8da2d8bcf0d,,personal,b0f361cb-9152-4fad-883c-83a628e59759,2021/12/13,角天,角天,
大衆酒場　たまち亭,港区,芝浦三丁目６番８号,うつみビル２階,03-3455-3366,飲食店営業,畠山　海斗,,2021年12月23日,2021年12月23日,新規,3港み生食営第2928号,,182,大衆酒場　たまち亭,03,03-3455-3366,,,,港区　芝浦三丁目６番８号,東京都港区芝浦３丁目６番８号,うつみビル２階,73084,13,13103,芝浦３,,2021/12/23,2021/12/23,,,,畠山　海斗,,,,,,,,,3港み生食営第2928号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,大衆酒場たまち亭03-3455-33667308413103,b8b2b002-2236-4820-953f-f49f1fde91f9,,personal,467933c8-86c5-4eda-bd74-5893ed89f706,2021/12/23,大衆酒場　たまち亭,大衆酒場たまち亭,
プリモピアット,港区,芝大門二丁目２番８号,境野ビル１階,03-3433-7388,飲食店営業,高橋　繁夫,,2021年12月20日,2021年12月20日,新規,3港み生食営第2831号,,182,プリモピアット,03,03-3433-7388,,,,港区　芝大門二丁目２番８号,東京都港区芝大門２丁目２番８号,境野ビル１階,73091,13,13103,芝大門２,,2021/12/20,2021/12/20,,,,高橋　繁夫,,,,,,,,,3港み生食営第2831号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,プリモピアット03-3433-73887309113103,dabdb675-96dc-4c70-bf9d-a88f4497debc,,personal,f48fd176-a90d-40a7-a25d-818196ed0640,2021/12/20,プリモピアット,プリモピアット,
馳走　とりの巣,港区,芝大門二丁目８番５号,ＭＨＫビル２階,03-6403-1874,飲食店営業,鳥田　諒,,2021年12月10日,2021年12月10日,新規,3港み生食営第2347号,,182,馳走　とりの巣,03,03-6403-1874,,,,港区　芝大門二丁目８番５号,東京都港区芝大門２丁目８番５号,ＭＨＫビル２階,73091,13,13103,芝大門２,,2021/12/10,2021/12/10,,,,鳥田　諒,,,,,,,,,3港み生食営第2347号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,馳走とりの巣03-6403-18747309113103,e1ede9b8-5f03-4b9b-9efd-4793793723fb,,personal,9fdc8a60-bc6b-4872-87ec-414b1c570fef,2021/12/10,馳走　とりの巣,馳走とりの巣,
ＬＯＨＡＳ　ＭｕＭ　ＣＡＦＥ,港区,白金三丁目１０番９号,,,飲食店営業,菊井　俊信,,2021年12月20日,2021年12月20日,新規,3港み生食営第2775号,,182,ＬＯＨＡＳ　ＭｕＭ　ＣＡＦＥ,03,,,,,港区　白金三丁目１０番９号,東京都港区白金３丁目１０番９号,,73094,13,13103,白金３,,2021/12/20,2021/12/20,,,,菊井　俊信,,,,,,,,,3港み生食営第2775号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＬＯＨＡＳＭｕＭＣＡＦＥ7309413103,6d1fe9b5-5ff2-489d-b0c2-93d0588cfc70,,personal,bface015-8370-41e8-b9e4-396efa39821e,2021/12/20,ＬＯＨＡＳ　ＭｕＭ　ＣＡＦＥ,ＬＯＨＡＳＭｕＭＣＡＦＥ,
ＬＯＨＡＳ　ＭｕＭ　ＣＡＦＥ,港区,白金三丁目１０番９号,,,菓子製造業,菊井　俊信,,2021年12月20日,2021年12月20日,新規,3港み生食営第2776号,,182,ＬＯＨＡＳ　ＭｕＭ　ＣＡＦＥ,03,,,,,港区　白金三丁目１０番９号,東京都港区白金３丁目１０番９号,,73094,13,13103,白金３,,2021/12/20,2021/12/20,,,,菊井　俊信,,,,,,,,,3港み生食営第2776号,新規,菓子製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,ＬＯＨＡＳＭｕＭＣＡＦＥ7309413103,6d1fe9b5-5ff2-489d-b0c2-93d0588cfc70,,personal,44df3e5c-6db7-417d-a957-0f4afdc4b4e4,2021/12/20,ＬＯＨＡＳ　ＭｕＭ　ＣＡＦＥ,ＬＯＨＡＳＭｕＭＣＡＦＥ,
ファミリーマートフレッサイン新橋,港区,新橋一丁目１４番３号,相鉄フレッサイン新橋日比谷口１階,03-5157-2828,飲食店営業,加茂　敬,,2021年12月2日,2021年12月2日,新規,3港み生食営第2752号,,182,ファミリーマートフレッサイン新橋,03,03-5157-2828,,,,港区　新橋一丁目１４番３号,東京都港区新橋１丁目１４番３号,相鉄フレッサイン新橋日比谷口１階,73103,13,13103,新橋１,,2021/12/02,2021/12/02,,,,加茂　敬,,,,,,,,,3港み生食営第2752号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ファミリマトフレッサイン新橋03-5157-28287310313103,3a6b30a6-73bc-4153-bda4-59bf9451143d,,personal,52a697fb-5d65-408a-9317-771722ed544b,2021/12/02,ファミリーマートフレッサイン新橋,ファミリマトフレッサイン新橋,
海鮮丼乙,港区,新橋二丁目２番３号,ル・グラシエルＢＬＤＧ．２８　３階３０２,,飲食店営業,吉柳　まい,,2021年12月10日,2021年12月10日,新規,3港み生食営第1448号,,182,海鮮丼乙,03,,,,,港区　新橋二丁目２番３号,東京都港区新橋２丁目２番３号,ル・グラシエルＢＬＤＧ．２８　３階３０２,73104,13,13103,新橋２,,2021/12/10,2021/12/10,,,,吉柳　まい,,,,,,,,,3港み生食営第1448号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,海鮮丼乙7310413103,d3db08f3-4601-4496-b01f-ede84f895397,,personal,0c358173-40e6-4194-9fb5-5dec43385471,2021/12/10,海鮮丼乙,海鮮丼乙,
メローサーフ養蜂園,港区,新橋二丁目４番５号,不二ビルディング５階,,菓子製造業,上野　尚子,,2021年12月23日,2021年12月23日,新規,3港み生食営第2891号,,182,メローサーフ養蜂園,03,,,,,港区　新橋二丁目４番５号,東京都港区新橋２丁目４番５号,不二ビルディング５階,73104,13,13103,新橋２,,2021/12/23,2021/12/23,,,,上野　尚子,,,,,,,,,3港み生食営第2891号,新規,菓子製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,メロサフ養蜂園7310413103,a8df80e8-f611-42fd-b6d2-a9de440087de,,personal,84c3b2ab-f852-4a33-90ca-8465be922c3b,2021/12/23,メローサーフ養蜂園,メロサフ養蜂園,
暴れん坊,港区,新橋二丁目９番５号,中銀新橋ビル地下２階２７号室,03-3502-4511,飲食店営業,大山　梨花,,2021年12月1日,2021年12月1日,新規,3港み生食営第2712号,,182,暴れん坊,03,03-3502-4511,,,,港区　新橋二丁目９番５号,東京都港区新橋２丁目９番５号,中銀新橋ビル地下２階２７号室,73104,13,13103,新橋２,,2021/12/01,2021/12/01,,,,大山　梨花,,,,,,,,,3港み生食営第2712号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,暴れん坊03-3502-45117310413103,11b2085f-7aa3-4494-8f0f-bb099e2f1afd,,personal,4ffbdea0-9d5f-4f3f-9c49-826b4b15881a,2021/12/01,暴れん坊,暴れん坊,
中華餃子の店三陽,港区,新橋二丁目１３番４号,,03-3591-5957,飲食店営業,濱野　竹夫,,2021年12月3日,2021年12月3日,新規,3港み生食営第2688号,,182,中華餃子の店三陽,03,03-3591-5957,,,,港区　新橋二丁目１３番４号,東京都港区新橋２丁目１３番４号,,73104,13,13103,新橋２,,2021/12/03,2021/12/03,,,,濱野　竹夫,,,,,,,,,3港み生食営第2688号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,中華餃子の店三陽03-3591-59577310413103,00c800cc-76ca-4425-9cbd-278aa9a59055,,personal,9cd27c51-66b7-4839-979c-740062b3e528,2021/12/03,中華餃子の店三陽,中華餃子の店三陽,
ＴＨＥ　ＣＡＦＥ,港区,新橋二丁目１６番１号,ニュー新橋ビル３０１号,03-6811-1202,飲食店営業,勝又　蓮司,,2021年12月13日,2021年12月13日,新規,3港み生食営第2705号,,182,ＴＨＥ　ＣＡＦＥ,03,03-6811-1202,,,,港区　新橋二丁目１６番１号,東京都港区新橋２丁目１６番１号,ニュー新橋ビル３０１号,73104,13,13103,新橋２,,2021/12/13,2021/12/13,,,,勝又　蓮司,,,,,,,,,3港み生食営第2705号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＴＨＥＣＡＦＥ03-6811-12027310413103,2f70209a-3148-4846-806f-2a90eaa9e593,,personal,85bd82de-39d4-454f-accc-efc599f54c0b,2021/12/13,ＴＨＥ　ＣＡＦＥ,ＴＨＥＣＡＦＥ,
丹波屋,港区,新橋二丁目１６番１号,ニュー新橋ビル１階１１７‐Ｂ,03-3508-9579,飲食店営業,上田　治平,,2021年12月15日,2021年12月15日,新規,3港み生食営第2823号,,182,丹波屋,03,03-3508-9579,,,,港区　新橋二丁目１６番１号,東京都港区新橋２丁目１６番１号,ニュー新橋ビル１階１１７‐Ｂ,73104,13,13103,新橋２,,2021/12/15,2021/12/15,,,,上田　治平,,,,,,,,,3港み生食営第2823号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,丹波屋03-3508-95797310413103,b4f2955e-c789-423e-b940-c4b53fefe325,,personal,2a490b96-3f8d-4de7-8b88-3df60be916bb,2021/12/15,丹波屋,丹波屋,
牛もつ　ＤＡＩ,港区,新橋三丁目１３番２号,サウスビル１階１０２号室,03-3431-1707,飲食店営業,大槻　照彦,,2021年12月8日,2021年12月8日,新規,3港み生食営第2703号,,182,牛もつ　ＤＡＩ,03,03-3431-1707,,,,港区　新橋三丁目１３番２号,東京都港区新橋３丁目１３番２号,サウスビル１階１０２号室,73105,13,13103,新橋３,,2021/12/08,2021/12/08,,,,大槻　照彦,,,,,,,,,3港み生食営第2703号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,牛もつＤＡＩ03-3431-17077310513103,13baa69e-e238-4aae-a5e4-22f62fd6883b,,personal,9c42179c-844a-4798-b854-4779c697e53a,2021/12/08,牛もつ　ＤＡＩ,牛もつＤＡＩ,
ＬＡＮＤ　ＢＡＲ　ａｒｔｉｓａｎ,港区,新橋三丁目１５番６号,村上ビル地下１階,03-3433-4322,飲食店営業,伊藤　大輔,,2021年12月16日,2021年12月16日,新規,3港み生食営第2863号,,182,ＬＡＮＤ　ＢＡＲ　ａｒｔｉｓａｎ,03,03-3433-4322,,,,港区　新橋三丁目１５番６号,東京都港区新橋３丁目１５番６号,村上ビル地下１階,73105,13,13103,新橋３,,2021/12/16,2021/12/16,,,,伊藤　大輔,,,,,,,,,3港み生食営第2863号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＬＡＮＤＢＡＲａｒｔｉｓａｎ03-3433-43227310513103,c0a3361d-3fc7-43b4-b860-6a83375c41f8,,personal,d3e2a00e-3422-4843-8186-fd465e86381f,2021/12/16,ＬＡＮＤ　ＢＡＲ　ａｒｔｉｓａｎ,ＬＡＮＤＢＡＲａｒｔｉｓａｎ,
Ｗｈｉｔｅ　Ｗｏｌｆ,港区,新橋三丁目１６番１９号,大島ビル２階,,飲食店営業,石田　康雄,,2021年12月1日,2021年12月1日,新規,3港み生食営第2695号,,182,Ｗｈｉｔｅ　Ｗｏｌｆ,03,,,,,港区　新橋三丁目１６番１９号,東京都港区新橋３丁目１６番１９号,大島ビル２階,73105,13,13103,新橋３,,2021/12/01,2021/12/01,,,,石田　康雄,,,,,,,,,3港み生食営第2695号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＷｈｉｔｅＷｏｌｆ7310513103,d5537ea5-9a00-4d59-9c09-3a190f978496,,personal,2a5a8040-8885-4b96-a6a8-1a7920ad20fb,2021/12/01,Ｗｈｉｔｅ　Ｗｏｌｆ,ＷｈｉｔｅＷｏｌｆ,
ＲＯＣＫＹ,港区,新橋三丁目１９番４号,新共ビル３階,03-3578-8860,飲食店営業,今山　やすこ,,2021年12月10日,2021年12月10日,新規,3港み生食営第2809号,,182,ＲＯＣＫＹ,03,03-3578-8860,,,,港区　新橋三丁目１９番４号,東京都港区新橋３丁目１９番４号,新共ビル３階,73105,13,13103,新橋３,,2021/12/10,2021/12/10,,,,今山　やすこ,,,,,,,,,3港み生食営第2809号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＲＯＣＫＹ03-3578-88607310513103,8e88e0e3-9e8b-4bbc-b6be-9c42101a5633,,personal,a8bc4e59-c2c0-4153-b0c1-27221a8b13f4,2021/12/10,ＲＯＣＫＹ,ＲＯＣＫＹ,
小料理居酒屋　あにあ,港区,新橋三丁目１９番６号,新陽ビル４階Ｂ,03-3437-5507,飲食店営業,日與川　幸子,,2021年12月20日,2021年12月20日,新規,3港み生食営第2837号,,182,小料理居酒屋　あにあ,03,03-3437-5507,,,,港区　新橋三丁目１９番６号,東京都港区新橋３丁目１９番６号,新陽ビル４階Ｂ,73105,13,13103,新橋３,,2021/12/20,2021/12/20,,,,日與川　幸子,,,,,,,,,3港み生食営第2837号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,小料理居酒屋あにあ03-3437-55077310513103,45c9a366-2af4-4b9f-805b-cab7e07bf9b9,,personal,8bb8f8eb-8b2b-493c-9f0d-4ceeb1748a4c,2021/12/20,小料理居酒屋　あにあ,小料理居酒屋あにあ,
三丁目,港区,新橋三丁目２１番１号,瑞光ビル３階,03-6721-5866,飲食店営業,魏　爽,,2021年12月16日,2021年12月16日,新規,3港み生食営第2740号,,182,三丁目,03,03-6721-5866,,,,港区　新橋三丁目２１番１号,東京都港区新橋３丁目２１番１号,瑞光ビル３階,73105,13,13103,新橋３,,2021/12/16,2021/12/16,,,,魏　爽,,,,,,,,,3港み生食営第2740号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,三丁目03-6721-58667310513103,f64590e5-a8f5-4205-b554-7bc4766fc287,,personal,7cc8ff92-eb11-4e99-a1d3-d838d47560b7,2021/12/16,三丁目,三丁目,
Ｂａｒ　一歩,港区,新橋四丁目１９番１号,小森ビル３階,03-5401-2718,飲食店営業,國政　晋一郎,,2021年12月22日,2021年12月22日,新規,3港み生食営第2754号,,182,Ｂａｒ　一歩,03,03-5401-2718,,,,港区　新橋四丁目１９番１号,東京都港区新橋４丁目１９番１号,小森ビル３階,73106,13,13103,新橋４,,2021/12/22,2021/12/22,,,,國政　晋一郎,,,,,,,,,3港み生食営第2754号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,Ｂａｒ一歩03-5401-27187310613103,07e2546d-0d79-4a48-b44b-a1ab02928658,,personal,fe715db1-119c-4cf6-9771-46aa09e6057b,2021/12/22,Ｂａｒ　一歩,Ｂａｒ一歩,
鮨創作和食　長部,港区,新橋六丁目１０番１号,能代ビル１階,03-3433-7016,飲食店営業,長部　守雄,,2021年12月6日,2021年12月6日,新規,3港み生食営第2702号,,182,鮨創作和食　長部,03,03-3433-7016,,,,港区　新橋六丁目１０番１号,東京都港区新橋６丁目１０番１号,能代ビル１階,73108,13,13103,新橋６,,2021/12/06,2021/12/06,,,,長部　守雄,,,,,,,,,3港み生食営第2702号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,鮨創作和食長部03-3433-70167310813103,b76a406f-ab70-4f11-a937-c307c087bc55,,personal,2ba28000-1263-48de-94ca-2618990beabf,2021/12/06,鮨創作和食　長部,鮨創作和食長部,
鮨穂,港区,高輪二丁目１４番１７号,グレイス高輪地下１階,03-6409-6858,飲食店営業,内田　美穂,,2021年12月27日,2021年12月27日,新規,3港み生食営第2591号,,182,鮨穂,03,03-6409-6858,,,,港区　高輪二丁目１４番１７号,東京都港区高輪２丁目１４番１７号,グレイス高輪地下１階,73110,13,13103,高輪２,,2021/12/27,2021/12/27,,,,内田　美穂,,,,,,,,,3港み生食営第2591号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,鮨穂03-6409-68587311013103,e37eaf9a-18d1-4ddb-bd6a-7bd2be75e567,,personal,0df84d89-1928-40cd-b222-32d696a8add2,2021/12/27,鮨穂,鮨穂,
西麻布　野口,港区,西麻布一丁目１０番１６号,西麻布ロイヤルビル１０２,03-5414-5570,飲食店営業,野口　正太朗,,2021年12月27日,2021年12月27日,新規,3港み生食営第2511号,,182,西麻布　野口,03,03-5414-5570,,,,港区　西麻布一丁目１０番１６号,東京都港区西麻布１丁目１０番１６号,西麻布ロイヤルビル１０２,73118,13,13103,西麻布１,,2021/12/27,2021/12/27,,,,野口　正太朗,,,,,,,,,3港み生食営第2511号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,西麻布野口03-5414-55707311813103,01234553-7e61-4f26-b242-48ee1e05a875,,personal,7572bc20-3e22-43d3-b34a-25f284d1d689,2021/12/27,西麻布　野口,西麻布野口,
